"SEXO","EDAD","TAMUNI","INGRESHOG","TARHOGENTREV_HH","HIJOMENOR","SITLAB","NIVELESTENTREV","GRADACDISC","GRADODESIGUALDAD","VALSALARIOS","VALPOSASC","VALOPEMP","ESCFEMINIS","ESCIDEOL","RELIGION","CUIDADOHIJOS_HH","RECUVOTOG","NIVELESTENTREV_imp","GRADACDISC_imp","GRADODESIGUALDAD_imp","VALSALARIOS_imp","VALPOSASC_imp","VALOPEMP_imp","TARHOGENTREV_HH_media","ESCIDEOL_media","ESCFEMINIS_MEDIA"
"Mujer",18,"100001-400000 habitantes","1100-1800€",2,"Ninguno","Estudiante","Bachillerato","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",7,NA,"Católico/a no practicante",NA,NA,"Bachillerato","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",2,4.77000264061262,7
"Mujer",23,"100001-400000 habitantes","Menos de 1100€",3,"Ninguno","En paro, ha trabajado antes","Educación secundaria","Bastante de acuerdo","Muy grandes","Igual","Igual","Mejor",6,5,"Creyente de otra religión",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Educación secundaria","Bastante de acuerdo","Muy grandes","Igual","Igual","Mejor",3,5,6
"Mujer",68,"100001-400000 habitantes","1100-1800€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Nada de acuerdo","Muy grandes","Peor","Igual","Peor",7,5,"Católico/a no practicante",NA,"N.C.","Educación secundaria","Nada de acuerdo","Muy grandes","Peor","Igual","Peor",3,5,7
"Mujer",54,"100001-400000 habitantes","Menos de 1100€",NA,"Ninguno","En paro, ha trabajado antes","FP grado medio","Muy de acuerdo","Bastante grandes","Peor","Peor",NA,5,5,"Católico/a practicante",NA,"N.C.","FP grado medio","Muy de acuerdo","Bastante grandes","Peor","Peor","Peor",2.28715767083223,5,5
"Hombre",20,"100001-400000 habitantes","1801-2700€",3,"Ninguno","Estudiante","Bachillerato","Bastante de acuerdo","Casi inexistentes","Igual","Mejor","Igual",3,7,"Católico/a no practicante",NA,"PP","Bachillerato","Bastante de acuerdo","Casi inexistentes","Igual","Mejor","Igual",3,7,3
"Mujer",33,"100001-400000 habitantes","1100-1800€",2,"Ninguno","En paro, ha trabajado antes","FP grado superior","Poco de acuerdo","Bastante grandes","Igual","Mejor","Peor",6,5,"Ateo/a",NA,"En blanco","FP grado superior","Poco de acuerdo","Bastante grandes","Igual","Mejor","Peor",2,5,6
"Hombre",30,"100001-400000 habitantes","1801-2700€",2,"Ninguno","En paro, ha trabajado antes","Máster oficial","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",9,3,"Ateo/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Máster oficial","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",2,3,9
"Hombre",54,"50001-100000 habitantes","2701-3900€",0,"Ninguno","Trabaja","FP grado medio","Muy de acuerdo","Muy grandes","Igual","Peor","Igual",0,8,"Católico/a no practicante",NA,"PP","FP grado medio","Muy de acuerdo","Muy grandes","Igual","Peor","Igual",0,8,0
"Mujer",45,"50001-100000 habitantes","1801-2700€",6,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Diplomaturas oficiales","Muy de acuerdo","Casi inexistentes","Mejor","Igual","Igual",0,10,"Ateo/a",NA,"VOX","Diplomaturas oficiales","Muy de acuerdo","Casi inexistentes","Mejor","Igual","Igual",6,10,0
"Mujer",18,"50001-100000 habitantes","1100-1800€",1,"Ninguno","Estudiante","Bachillerato","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",5,7,"Católico/a no practicante",NA,"VOX","Bachillerato","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",1,7,5
"Mujer",49,"10001-50000 habitantes","1100-1800€",3,"Tiene hijos/as menores","Trabajo doméstico no remunerado","Educación secundaria","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",5,5,"Católico/a no practicante",3,NA,"Educación secundaria","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",3,5,5
"Hombre",73,"2001-10000 habitantes","2701-3900€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado superior","Bastante de acuerdo","Bastante grandes","Peor","Peor","Peor",6,5,"Católico/a practicante",NA,"PP","FP grado superior","Bastante de acuerdo","Bastante grandes","Peor","Peor","Peor",1,5,6
"Hombre",72,"50001-100000 habitantes","3901-5000€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Diplomaturas oficiales","Bastante de acuerdo","Muy grandes","Peor","Igual","Peor",8,2,"Indiferente, no creyente",NA,"SUMAR (Podemos, IU, Más País, etc.)","Diplomaturas oficiales","Bastante de acuerdo","Muy grandes","Peor","Igual","Peor",2,2,8
"Hombre",49,"50001-100000 habitantes","Más de 5000€",2,"Tiene hijos/as menores","Trabaja","Arquitectura/ingeniería","Bastante de acuerdo","Muy grandes","Igual","Igual","Peor",3,8,"Católico/a no practicante",2,"PP","Arquitectura/ingeniería","Bastante de acuerdo","Muy grandes","Igual","Igual","Peor",2,8,3
"Mujer",77,"50001-100000 habitantes","1801-2700€",0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Poco de acuerdo","Bastante grandes","Peor","Igual","Peor",10,5,"Católico/a no practicante",NA,"PP","Licenciatura","Poco de acuerdo","Bastante grandes","Peor","Igual","Peor",0,5,10
"Hombre",61,"50001-100000 habitantes","Menos de 1100€",4,"Ninguno","En paro, ha trabajado antes","Bachillerato","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Igual",0,10,"Católico/a no practicante",NA,"VOX","Bachillerato","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Igual",4,10,0
"Mujer",54,"50001-100000 habitantes","3901-5000€",3,"Ninguno","Otra situación","Diplomaturas oficiales","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",8,7,"Católico/a no practicante",NA,"PP","Diplomaturas oficiales","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",3,7,8
"Hombre",21,"50001-100000 habitantes","2701-3900€",0,"Ninguno","Trabaja","Bachillerato","Nada de acuerdo","Pequeñas","Igual","Peor","Igual",7,4,"Indiferente, no creyente",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Bachillerato","Nada de acuerdo","Pequeñas","Igual","Peor","Igual",0,4,7
"Hombre",20,"10001-50000 habitantes",NA,0,"Ninguno","Estudiante","FP grado superior","Muy de acuerdo","Casi inexistentes","Igual","Igual","Mejor",3,8,"Agnóstico/a",NA,"PP","FP grado superior","Muy de acuerdo","Casi inexistentes","Igual","Igual","Mejor",0,8,3
"Hombre",58,"10001-50000 habitantes","1801-2700€",0,"Ninguno","Trabaja","Licenciatura","Muy de acuerdo","Casi inexistentes","Igual","Igual","Peor",9,7,"Católico/a practicante",NA,"PP","Licenciatura","Muy de acuerdo","Casi inexistentes","Igual","Igual","Peor",0,7,9
"Hombre",51,"10001-50000 habitantes","3901-5000€",3,"Tiene hijos/as menores","Trabaja","FP grado superior","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",7,2,"Ateo/a",3,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","FP grado superior","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",3,2,7
"Hombre",86,"10001-50000 habitantes","2701-3900€",0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Máster oficial","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Igual",3,7,"Católico/a no practicante",NA,"PP","Máster oficial","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Igual",0,7,3
"Hombre",41,"10001-50000 habitantes","2701-3900€",4,"Tiene hijos/as menores","Trabaja","Licenciatura","Muy de acuerdo","Pequeñas","Igual","Igual","Peor",4,10,"Creyente de otra religión",6,"N.C.","Licenciatura","Muy de acuerdo","Pequeñas","Igual","Igual","Peor",4,10,4
"Mujer",39,"10001-50000 habitantes","2701-3900€",3,"Ninguno","Trabaja","Educación secundaria","Poco de acuerdo","Pequeñas","Peor","Igual","Igual",6,5,"Católico/a no practicante",NA,NA,"Educación secundaria","Poco de acuerdo","Pequeñas","Peor","Igual","Igual",3,5,6
"Mujer",74,"50001-100000 habitantes","1801-2700€",4,"Ninguno","Pensionista (no ha trabajado)","Menos de 5 años escolarización","Bastante de acuerdo","Muy grandes","Peor","Peor","Peor",8,1,"Ateo/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Menos de 5 años escolarización","Bastante de acuerdo","Muy grandes","Peor","Peor","Peor",4,1,8
"Hombre",75,"50001-100000 habitantes","1801-2700€",6,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Diplomaturas oficiales","Muy de acuerdo","Pequeñas","Igual","Mejor","Mejor",5,8,"Católico/a practicante",NA,"PP","Diplomaturas oficiales","Muy de acuerdo","Pequeñas","Igual","Mejor","Mejor",6,8,5
"Hombre",51,"50001-100000 habitantes","1100-1800€",4,"Ninguno","En paro, ha trabajado antes","Bachillerato","Poco de acuerdo","Pequeñas","Peor","Peor","Mejor",5,4,"Católico/a no practicante",NA,NA,"Bachillerato","Poco de acuerdo","Pequeñas","Peor","Peor","Mejor",4,4,5
"Hombre",40,"50001-100000 habitantes","1801-2700€",4,"Tiene hijos/as menores","Trabaja","Educación secundaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",7,1,"Ateo/a",8,"SUMAR (Podemos, IU, Más País, etc.)","Educación secundaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",4,1,7
"Hombre",34,"50001-100000 habitantes","1100-1800€",1,"Ninguno","En paro, ha trabajado antes","FP grado superior","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",5,7,"Indiferente, no creyente",NA,"PP","FP grado superior","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",1,7,5
"Mujer",56,"50001-100000 habitantes","Menos de 1100€",6,"Ninguno","Trabaja","FP grado superior","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",9,5,"Católico/a practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","FP grado superior","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",6,5,9
"Mujer",48,"50001-100000 habitantes","1100-1800€",2,"Tiene hijos/as menores","Trabaja","Educación secundaria","Muy de acuerdo","Bastante grandes","Peor","Peor","Mejor",5,5,"Católico/a no practicante",1,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Educación secundaria","Muy de acuerdo","Bastante grandes","Peor","Peor","Mejor",2,5,5
"Mujer",38,"50001-100000 habitantes","2701-3900€",4,"Tiene hijos/as menores","Trabaja","Bachillerato","Regular","Pequeñas","Igual","Peor","Peor",0,NA,"Católico/a practicante",8,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Bachillerato","Regular","Pequeñas","Igual","Peor","Peor",4,4.77000264061262,0
"Hombre",39,"50001-100000 habitantes","1801-2700€",2,"Tiene hijos/as menores","Trabaja","Bachillerato","Poco de acuerdo","Casi inexistentes","Igual","Mejor","Igual",5,3,"Católico/a no practicante",3,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Bachillerato","Poco de acuerdo","Casi inexistentes","Igual","Mejor","Igual",2,3,5
"Mujer",57,"50001-100000 habitantes","1801-2700€",3,"Ninguno","Trabajo doméstico no remunerado","FP grado superior","Muy de acuerdo","Pequeñas","Igual","Igual","Peor",NA,NA,"Católico/a no practicante",NA,NA,"FP grado superior","Muy de acuerdo","Pequeñas","Igual","Igual","Peor",3,4.77000264061262,6.26659908768373
"Hombre",62,"50001-100000 habitantes","Más de 5000€",5,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Poco de acuerdo","Pequeñas","Peor","Peor","Igual",7,4,"Indiferente, no creyente",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Licenciatura","Poco de acuerdo","Pequeñas","Peor","Peor","Igual",5,4,7
"Hombre",50,"50001-100000 habitantes","1100-1800€",1,"Tiene hijos/as menores","Trabaja","Bachillerato","Poco de acuerdo","Muy grandes","Peor","Igual","Igual",5,4,"Católico/a no practicante",1,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Bachillerato","Poco de acuerdo","Muy grandes","Peor","Igual","Igual",1,4,5
"Mujer",44,"50001-100000 habitantes","1801-2700€",1,"Ninguno","Trabaja","Licenciatura","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",10,6,"Indiferente, no creyente",NA,"PP","Licenciatura","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",1,6,10
"Hombre",31,"50001-100000 habitantes","2701-3900€",2,"Ninguno","En paro, ha trabajado antes","Grado universitario","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,2,"Ateo/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Grado universitario","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",2,2,8
"Mujer",78,"50001-100000 habitantes","1100-1800€",4,"Ninguno","Pensionista (no ha trabajado)","Primaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,3,NA,NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Primaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",4,3,10
"Hombre",64,"10001-50000 habitantes","1801-2700€",5,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Nada de acuerdo",NA,"Igual","Igual","Igual",8,1,"Ateo/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Educación secundaria","Nada de acuerdo","Bastante grandes","Igual","Igual","Igual",5,1,8
"Mujer",24,"10001-50000 habitantes",NA,4,"Ninguno","En paro, busca primer empleo","Máster oficial","Muy de acuerdo","Casi inexistentes","Igual","Igual","Peor",6,7,"Agnóstico/a",NA,"VOX","Máster oficial","Muy de acuerdo","Casi inexistentes","Igual","Igual","Peor",4,7,6
"Hombre",60,"10001-50000 habitantes","3901-5000€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Doctorado","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,4,NA,NA,"SUMAR (Podemos, IU, Más País, etc.)","Doctorado","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",2,4,8
"Hombre",47,"10001-50000 habitantes","1801-2700€",3,"Ninguno","Trabaja","Diplomaturas oficiales","Muy de acuerdo","Pequeñas","Peor","Igual","Igual",4,6,"Católico/a no practicante",NA,"PP","Diplomaturas oficiales","Muy de acuerdo","Pequeñas","Peor","Igual","Igual",3,6,4
"Hombre",64,"2001-10000 habitantes","1801-2700€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Nada de acuerdo","Pequeñas","Peor","Peor","Peor",5,9,"Católico/a no practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Educación secundaria","Nada de acuerdo","Pequeñas","Peor","Peor","Peor",1,9,5
"Hombre",43,"10001-50000 habitantes","1100-1800€",0,"Tiene hijos/as menores","Trabaja","FP grado superior","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Igual",NA,8,"Ateo/a",NA,"PP","FP grado superior","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Igual",0,8,6.26659908768373
"Hombre",36,"10001-50000 habitantes","1100-1800€",1,"Ninguno","Trabaja","Máster oficial","Nada de acuerdo","Muy grandes","Peor","Peor","Igual",6,6,"Agnóstico/a",NA,"PP","Máster oficial","Nada de acuerdo","Muy grandes","Peor","Peor","Igual",1,6,6
"Hombre",55,"10001-50000 habitantes","1801-2700€",2,"Ninguno","Trabaja","Bachillerato","Muy de acuerdo","Pequeñas","Peor","Igual","Igual",5,1,"Católico/a practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Bachillerato","Muy de acuerdo","Pequeñas","Peor","Igual","Igual",2,1,5
"Hombre",49,"10001-50000 habitantes","1100-1800€",2,"Ninguno","En paro, ha trabajado antes","FP grado medio","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",7,3,"Indiferente, no creyente",NA,"SUMAR (Podemos, IU, Más País, etc.)","FP grado medio","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",2,3,7
"Mujer",46,"2001-10000 habitantes","1801-2700€",5,"Ninguno","Trabaja","Educación secundaria","Nada de acuerdo","Pequeñas","Peor","Peor","Mejor",0,10,"Católico/a practicante",NA,"PP","Educación secundaria","Nada de acuerdo","Pequeñas","Peor","Peor","Mejor",5,10,0
"Mujer",38,"2001-10000 habitantes","3901-5000€",2,"Tiene hijos/as menores","Trabaja","Diplomaturas oficiales","Muy de acuerdo","Bastante grandes","Peor","Peor","Peor",4,8,"Católico/a practicante",6,"PP","Diplomaturas oficiales","Muy de acuerdo","Bastante grandes","Peor","Peor","Peor",2,8,4
"Mujer",38,"10001-50000 habitantes","1801-2700€",4,"Ninguno","Trabaja","Doctorado","Bastante de acuerdo","Muy grandes","Peor","Peor","Peor",7,5,"Católico/a no practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Doctorado","Bastante de acuerdo","Muy grandes","Peor","Peor","Peor",4,5,7
"Mujer",61,"100001-400000 habitantes","Menos de 1100€",3,"Ninguno","En paro, ha trabajado antes","Bachillerato","Bastante de acuerdo","Bastante grandes","Peor","Peor","Igual",5,6,"Católico/a no practicante",NA,"PP","Bachillerato","Bastante de acuerdo","Bastante grandes","Peor","Peor","Igual",3,6,5
"Hombre",33,"100001-400000 habitantes","1801-2700€",3,"Ninguno","Trabaja","Licenciatura","Muy de acuerdo","Bastante grandes","Igual","Peor","Mejor",5,5,"Agnóstico/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Licenciatura","Muy de acuerdo","Bastante grandes","Igual","Peor","Mejor",3,5,5
"Mujer",40,"100001-400000 habitantes","1100-1800€",3,"Ninguno","Trabaja","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,3,"Indiferente, no creyente",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",3,3,8
"Mujer",58,"100001-400000 habitantes","Menos de 1100€",1,"Ninguno","En paro, ha trabajado antes","Diplomaturas oficiales","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,1,"Ateo/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Diplomaturas oficiales","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",1,1,10
"Mujer",32,"100001-400000 habitantes","Más de 5000€",2,"Tiene hijos/as menores","Trabaja","Máster oficial","Poco de acuerdo","Pequeñas","Peor","Peor","Peor",10,6,"Católico/a practicante",6,"PP","Máster oficial","Poco de acuerdo","Pequeñas","Peor","Peor","Peor",2,6,10
"Mujer",29,"100001-400000 habitantes","1801-2700€",3,"Ninguno","Trabaja","Grado universitario","Poco de acuerdo","Muy grandes","Peor","Mejor","Mejor",8,5,"Católico/a no practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Grado universitario","Poco de acuerdo","Muy grandes","Peor","Mejor","Mejor",3,5,8
"Mujer",68,"100001-400000 habitantes","2701-3900€",0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Diplomaturas oficiales","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",NA,5,"Agnóstico/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Diplomaturas oficiales","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",0,5,6.26659908768373
"Mujer",58,"100001-400000 habitantes","Menos de 1100€",2,"Ninguno","Trabaja","Bachillerato","Muy de acuerdo","Bastante grandes","Peor","Peor","Peor",6,NA,"Católico/a no practicante",NA,"PACMA","Bachillerato","Muy de acuerdo","Bastante grandes","Peor","Peor","Peor",2,4.77000264061262,6
"Hombre",68,"100001-400000 habitantes","1100-1800€",6,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Doctorado","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",8,NA,NA,NA,NA,"Doctorado","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",6,4.77000264061262,8
"Mujer",44,"100001-400000 habitantes","3901-5000€",1,"Tiene hijos/as menores","Trabaja","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",7,4,"Indiferente, no creyente",5,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",1,4,7
"Hombre",43,"100001-400000 habitantes","3901-5000€",1,"Ninguno","Trabaja","Grado universitario","Muy de acuerdo","Casi inexistentes","Igual","Mejor","Igual",4,9,"Católico/a no practicante",NA,"VOX","Grado universitario","Muy de acuerdo","Casi inexistentes","Igual","Mejor","Igual",1,9,4
"Mujer",18,"100001-400000 habitantes","Menos de 1100€",2,"Ninguno","Estudiante","Bachillerato","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",8,4,"Agnóstico/a",NA,NA,"Bachillerato","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",2,4,8
"Mujer",78,"100001-400000 habitantes","1801-2700€",2,"Ninguno","Trabajo doméstico no remunerado","Primaria","Poco de acuerdo","Pequeñas","Igual","Peor","Peor",9,3,"Agnóstico/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Primaria","Poco de acuerdo","Pequeñas","Igual","Peor","Peor",2,3,9
"Mujer",55,"100001-400000 habitantes","1801-2700€",1,"Ninguno","Trabaja","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,3,"Agnóstico/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",1,3,8
"Hombre",47,"100001-400000 habitantes","1801-2700€",1,"Tiene hijos/as menores","Trabaja","FP grado superior","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",8,3,"Indiferente, no creyente",4,"SUMAR (Podemos, IU, Más País, etc.)","FP grado superior","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",1,3,8
