"SEXO","EDAD","TAMUNI","INGRESHOG","TARHOGENTREV_HH","HIJOMENOR","SITLAB","NIVELESTENTREV","GRADACDISC","GRADODESIGUALDAD","VALSALARIOS","VALPOSASC","VALOPEMP","ESCFEMINIS","ESCIDEOL","RELIGION","RECUVOTOG"
"Hombre",50,"50001-100000 habitantes","1100-1800€",1,"Tiene hijos/as menores","Trabaja","Bachillerato","Poco de acuerdo","Muy grandes","Peor","Igual","Igual",5,4,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",44,"50001-100000 habitantes","1801-2700€",1,"Ninguno","Trabaja","Licenciatura","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",10,6,"Indiferente, no creyente","PP"
"Hombre",31,"50001-100000 habitantes","2701-3900€",2,"Ninguno","En paro, ha trabajado antes","Grado universitario","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,2,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",78,"50001-100000 habitantes","1100-1800€",4,"Ninguno","Pensionista (no ha trabajado)","Primaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,3,NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",64,"10001-50000 habitantes","1801-2700€",5,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Nada de acuerdo",NA,"Igual","Igual","Igual",8,1,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",24,"10001-50000 habitantes","Más de 5000€",4,"Ninguno","En paro, busca primer empleo","Máster oficial","Muy de acuerdo","Casi inexistentes","Igual","Igual","Peor",6,7,"Agnóstico/a","VOX"
"Hombre",60,"10001-50000 habitantes","3901-5000€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Doctorado","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,4,NA,"SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",47,"10001-50000 habitantes","1801-2700€",3,"Ninguno","Trabaja","Diplomaturas oficiales","Muy de acuerdo","Pequeñas","Peor","Igual","Igual",4,6,"Católico/a no practicante","PP"
"Hombre",64,"2001-10000 habitantes","1801-2700€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Nada de acuerdo","Pequeñas","Peor","Peor","Peor",5,9,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",43,"10001-50000 habitantes","1100-1800€",0,"Tiene hijos/as menores","Trabaja","FP grado superior","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Igual",NA,8,"Ateo/a","PP"
"Hombre",36,"10001-50000 habitantes","1100-1800€",1,"Ninguno","Trabaja","Máster oficial","Nada de acuerdo","Muy grandes","Peor","Peor","Igual",6,6,"Agnóstico/a","PP"
"Hombre",55,"10001-50000 habitantes","1801-2700€",2,"Ninguno","Trabaja","Bachillerato","Muy de acuerdo","Pequeñas","Peor","Igual","Igual",5,1,"Católico/a practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",49,"10001-50000 habitantes","1100-1800€",2,"Ninguno","En paro, ha trabajado antes","FP grado medio","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",7,3,"Indiferente, no creyente","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",46,"2001-10000 habitantes","1801-2700€",5,"Ninguno","Trabaja","Educación secundaria","Nada de acuerdo","Pequeñas","Peor","Peor","Mejor",0,10,"Católico/a practicante","PP"
"Mujer",38,"2001-10000 habitantes","3901-5000€",2,"Tiene hijos/as menores","Trabaja","Diplomaturas oficiales","Muy de acuerdo","Bastante grandes","Peor","Peor","Peor",4,8,"Católico/a practicante","PP"
"Mujer",38,"10001-50000 habitantes","1801-2700€",4,"Ninguno","Trabaja","Doctorado","Bastante de acuerdo","Muy grandes","Peor","Peor","Peor",7,5,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",61,"100001-400000 habitantes","Menos de 1100€",3,"Ninguno","En paro, ha trabajado antes","Bachillerato","Bastante de acuerdo","Bastante grandes","Peor","Peor","Igual",5,6,"Católico/a no practicante","PP"
"Hombre",33,"100001-400000 habitantes","1801-2700€",3,"Ninguno","Trabaja","Licenciatura","Muy de acuerdo","Bastante grandes","Igual","Peor","Mejor",5,5,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",40,"100001-400000 habitantes","1100-1800€",3,"Ninguno","Trabaja","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,3,"Indiferente, no creyente","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",58,"100001-400000 habitantes","Menos de 1100€",1,"Ninguno","En paro, ha trabajado antes","Diplomaturas oficiales","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,1,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",32,"100001-400000 habitantes","Más de 5000€",2,"Tiene hijos/as menores","Trabaja","Máster oficial","Poco de acuerdo","Pequeñas","Peor","Peor","Peor",10,6,"Católico/a practicante","PP"
"Mujer",29,"100001-400000 habitantes","1801-2700€",3,"Ninguno","Trabaja","Grado universitario","Poco de acuerdo","Muy grandes","Peor","Mejor","Mejor",8,5,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",68,"100001-400000 habitantes","2701-3900€",0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Diplomaturas oficiales","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",NA,5,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",58,"100001-400000 habitantes","Menos de 1100€",2,"Ninguno","Trabaja","Bachillerato","Muy de acuerdo","Bastante grandes","Peor","Peor","Peor",6,NA,"Católico/a no practicante","PACMA"
"Hombre",68,"100001-400000 habitantes","1100-1800€",6,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Doctorado","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",8,NA,NA,NA
"Mujer",44,"100001-400000 habitantes","3901-5000€",1,"Tiene hijos/as menores","Trabaja","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",7,4,"Indiferente, no creyente","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",43,"100001-400000 habitantes","3901-5000€",1,"Ninguno","Trabaja","Grado universitario","Muy de acuerdo","Casi inexistentes","Igual","Mejor","Igual",4,9,"Católico/a no practicante","VOX"
"Mujer",18,"100001-400000 habitantes","Menos de 1100€",2,"Ninguno","Estudiante","Bachillerato","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",8,4,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",78,"100001-400000 habitantes","1801-2700€",2,"Ninguno","Trabajo doméstico no remunerado","Primaria","Poco de acuerdo","Pequeñas","Igual","Peor","Peor",9,3,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",55,"100001-400000 habitantes","1801-2700€",1,"Ninguno","Trabaja","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,3,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",47,"100001-400000 habitantes","1801-2700€",1,"Tiene hijos/as menores","Trabaja","FP grado superior","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",8,3,"Indiferente, no creyente","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",56,"100001-400000 habitantes","Más de 5000€",1,"Ninguno","Trabaja","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",7,4,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",62,"100001-400000 habitantes","Más de 5000€",0,"Ninguno","Trabaja","Arquitectura/ingeniería","Muy de acuerdo","Pequeñas","Igual","Peor","Igual",5,5,"Ateo/a","PP"
"Hombre",39,"100001-400000 habitantes","Menos de 1100€",0,"Ninguno","Trabaja","Bachillerato","Poco de acuerdo","Bastante grandes","Igual","Igual","Igual",8,4,"Católico/a no practicante","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",32,"100001-400000 habitantes","Menos de 1100€",5,"Ninguno","Otra situación","Grado universitario","Bastante de acuerdo","Pequeñas","Igual","Igual","Mejor",5,5,"Agnóstico/a","Otro partido"
"Hombre",41,"100001-400000 habitantes","Más de 5000€",1,"Tiene hijos/as menores","Trabaja","Licenciatura","Poco de acuerdo","Pequeñas","Igual","Peor","Igual",5,6,"Católico/a no practicante","PP"
"Hombre",58,"100001-400000 habitantes","3901-5000€",8,"Ninguno","Trabaja","Doctorado","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",5,6,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",57,"100001-400000 habitantes","3901-5000€",1,"Ninguno","Trabaja","Licenciatura","Poco de acuerdo","Pequeñas","Igual","Igual","Igual",10,5,"Agnóstico/a","PP"
"Hombre",48,"100001-400000 habitantes","Más de 5000€",1,"Ninguno","Trabaja","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,4,"Indiferente, no creyente","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",51,"100001-400000 habitantes","Menos de 1100€",3,"Ninguno","Trabaja","FP básica","Muy de acuerdo",NA,"Peor","Peor","Peor",0,10,"Católico/a no practicante","N.C."
"Hombre",46,"100001-400000 habitantes","1100-1800€",3,"Tiene hijos/as menores","Estudiante","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,2,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",65,"100001-400000 habitantes","3901-5000€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Doctorado","Nada de acuerdo","Pequeñas","Peor","Peor","Peor",9,5,"Católico/a practicante","PP"
"Mujer",46,"100001-400000 habitantes","3901-5000€",NA,"Tiene hijos/as menores","Trabaja","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,4,"Indiferente, no creyente","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",65,"100001-400000 habitantes","1100-1800€",2,"Ninguno","Trabajo doméstico no remunerado","Educación secundaria","Muy de acuerdo","Muy grandes","Peor","Peor","Igual",0,NA,"Católico/a no practicante","VOX"
"Mujer",59,"100001-400000 habitantes","2701-3900€",3,"Ninguno","Trabaja","Licenciatura","Nada de acuerdo","Pequeñas","Peor","Peor","Peor",9,2,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",22,"100001-400000 habitantes","3901-5000€",3,"Ninguno","Trabaja","Bachillerato","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",1,8,"Agnóstico/a","VOX"
"Mujer",47,"100001-400000 habitantes","1100-1800€",6,"Ninguno","Trabaja","FP grado medio","Poco de acuerdo","Bastante grandes","Peor","Peor","Mejor",7,6,"Católico/a practicante","PP"
"Mujer",43,"2001-10000 habitantes","1100-1800€",3,"Ninguno","Trabaja","FP grado superior","Bastante de acuerdo",NA,"Peor","Peor","Peor",5,6,"Católico/a no practicante","VOX"
"Hombre",72,"2001-10000 habitantes","1100-1800€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Menos de 5 años escolarización","Muy de acuerdo","Muy grandes","Peor","Igual","Peor",8,7,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",49,"10001-50000 habitantes","1801-2700€",2,"Tiene hijos/as menores","Trabaja","FP grado medio","Muy de acuerdo","Bastante grandes","Peor","Mejor","Mejor",5,1,"Católico/a practicante","PP"
"Hombre",52,"10001-50000 habitantes","2701-3900€",1,"Ninguno","Trabaja","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",5,5,"Indiferente, no creyente","N.C."
"Mujer",54,"10001-50000 habitantes","Menos de 1100€",3,"Ninguno","En paro, ha trabajado antes","Diplomaturas oficiales","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",9,1,"Agnóstico/a","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",65,"10001-50000 habitantes","Menos de 1100€",4,"Ninguno","Trabajo doméstico no remunerado","Primaria","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",6,7,"Católico/a practicante","PP"
"Hombre",37,"2001-10000 habitantes","Menos de 1100€",2,"Ninguno","Trabaja","Primaria","Muy de acuerdo","Muy grandes","Igual","Igual","Peor",5,5,"Católico/a no practicante","JUNTS (Junts per Catalunya)"
"Mujer",39,"10001-50000 habitantes","Más de 5000€",1,"Tiene hijos/as menores","Trabaja","Títulos propios posgrado","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",5,8,"Ateo/a","PP"
"Mujer",59,"2001-10000 habitantes","1100-1800€",4,"Ninguno","Trabaja","Bachillerato","Poco de acuerdo","Bastante grandes","Igual","Peor","Igual",8,4,"Indiferente, no creyente","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",42,"2001-10000 habitantes","2701-3900€",3,"Tiene hijos/as menores","Trabaja","Educación secundaria","Muy de acuerdo","Casi inexistentes","Igual","Igual","Mejor",8,10,"Indiferente, no creyente","VOX"
"Mujer",57,"≤2000 habitantes","2701-3900€",2,"Ninguno","Trabaja","FP grado medio","Bastante de acuerdo","Pequeñas","Peor","Peor","Igual",7,10,"Católico/a practicante","PP"
"Mujer",53,"10001-50000 habitantes","1801-2700€",4,"Ninguno","En paro, ha trabajado antes","FP grado superior","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Igual",1,5,"Católico/a no practicante","N.C."
"Hombre",22,"10001-50000 habitantes","2701-3900€",1,"Ninguno","Trabaja","Grado universitario","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Igual",9,5,"Indiferente, no creyente","En blanco"
"Hombre",45,"10001-50000 habitantes","2701-3900€",2,"Ninguno","Otra situación","Licenciatura","Nada de acuerdo","Bastante grandes","Igual","Igual","Igual",7,2,"Católico/a no practicante","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",29,"10001-50000 habitantes","2701-3900€",4,"Ninguno","Trabaja","Títulos propios posgrado","Poco de acuerdo","Pequeñas","Igual","Peor","Igual",8,3,"Católico/a practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",58,"10001-50000 habitantes","1801-2700€",4,"Ninguno","En paro, ha trabajado antes","Educación secundaria","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",NA,5,"Católico/a practicante","PP"
"Mujer",58,"10001-50000 habitantes","1100-1800€",0,"Ninguno","Otra situación","Primaria","Muy de acuerdo","Pequeñas",NA,"Mejor","Peor",0,10,"Católico/a no practicante","PP"
"Mujer",82,"10001-50000 habitantes","Menos de 1100€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Bastante de acuerdo","Casi inexistentes","Mejor","Mejor","Mejor",10,10,"Católico/a practicante","PP"
"Hombre",32,"10001-50000 habitantes","Menos de 1100€",2,"Ninguno","Trabaja","FP grado superior","Poco de acuerdo",NA,"Igual",NA,NA,7,1,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",55,"10001-50000 habitantes","3901-5000€",1,"Tiene hijos/as menores","Trabaja","Licenciatura","Muy de acuerdo","Pequeñas","Peor","Peor","Igual",6,7,"Católico/a practicante","PP"
"Mujer",60,"10001-50000 habitantes","1100-1800€",4,"Ninguno","Trabaja","FP grado medio","Nada de acuerdo","Muy grandes","Igual","Igual","Mejor",6,NA,"Agnóstico/a","N.C."
"Hombre",32,"≤2000 habitantes","3901-5000€",2,"Ninguno","Trabaja","Licenciatura","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",10,3,"Ateo/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",75,"2001-10000 habitantes","1100-1800€",4,"Ninguno","Pensionista (no ha trabajado)","Licenciatura","Poco de acuerdo","Pequeñas","Peor","Igual","Igual",8,5,"Católico/a practicante","PP"
"Hombre",46,"≤2000 habitantes","1801-2700€",1,"Ninguno","Trabaja","Bachillerato","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",8,2,"Agnóstico/a","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",58,"10001-50000 habitantes","Menos de 1100€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado medio","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",1,7,"Católico/a no practicante","VOX"
"Hombre",44,"10001-50000 habitantes","1100-1800€",2,"Tiene hijos/as menores","Trabaja","Bachillerato","Bastante de acuerdo","Casi inexistentes","Igual","Mejor","Mejor",0,10,"Ateo/a","VOX"
"Hombre",86,"10001-50000 habitantes","1801-2700€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",8,1,"Ateo/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",31,"10001-50000 habitantes","3901-5000€",1,"Ninguno","Trabaja","Máster oficial","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",10,NA,"Ateo/a",NA
"Hombre",40,"10001-50000 habitantes","1801-2700€",0,"Ninguno","Trabaja","Máster oficial","Nada de acuerdo","Pequeñas","Peor","Peor","Igual",8,3,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",48,"10001-50000 habitantes","1801-2700€",4,"Tiene hijos/as menores","Trabaja","FP grado superior","Bastante de acuerdo","Muy grandes","Igual","Igual","Peor",5,5,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",78,"10001-50000 habitantes","Menos de 1100€",5,"Ninguno","Trabajo doméstico no remunerado","Educación secundaria","Nada de acuerdo","Pequeñas","Igual","Igual","Igual",5,5,"Católico/a practicante","N.C."
"Hombre",52,"2001-10000 habitantes","1801-2700€",4,"Tiene hijos/as menores","Trabaja","Licenciatura","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",0,10,"Católico/a practicante","VOX"
"Mujer",43,"2001-10000 habitantes","1801-2700€",4,"Tiene hijos/as menores","Trabaja","FP grado medio","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",8,3,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",51,"2001-10000 habitantes","3901-5000€",4,"Tiene hijos/as menores","Trabaja","Bachillerato","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",9,2,"Ateo/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",36,"≤2000 habitantes",NA,2,"Ninguno","En paro, ha trabajado antes","Educación secundaria","Poco de acuerdo",NA,"Peor","Peor","Peor",5,1,"Ateo/a","N.C."
"Hombre",76,"2001-10000 habitantes","Más de 5000€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Doctorado","Nada de acuerdo","Casi inexistentes","Igual","Igual","Igual",0,8,"Agnóstico/a","PP"
"Mujer",40,"2001-10000 habitantes","3901-5000€",3,"Tiene hijos/as menores","Trabaja","Diplomaturas oficiales","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",8,4,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",35,"2001-10000 habitantes","2701-3900€",3,"Tiene hijos/as menores","Trabaja","Educación secundaria","Muy de acuerdo","Casi inexistentes","Igual","Igual","Mejor",1,7,"Católico/a no practicante","PP"
"Mujer",28,"10001-50000 habitantes","Menos de 1100€",2,"Ninguno","Trabaja","Máster oficial","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",8,3,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",34,"10001-50000 habitantes","Más de 5000€",2,"Ninguno","En paro, ha trabajado antes","Máster oficial","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",9,2,"Ateo/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",42,"2001-10000 habitantes","1801-2700€",4,"Tiene hijos/as menores","Trabaja","FP grado superior","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",6,6,"Católico/a no practicante","PP"
"Hombre",70,"100001-400000 habitantes","3901-5000€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Doctorado","Muy de acuerdo","Bastante grandes","Peor","Igual","Igual",5,5,"Católico/a no practicante","N.C."
"Mujer",52,"100001-400000 habitantes","Más de 5000€",2,"Ninguno","Trabaja","Títulos propios posgrado","Poco de acuerdo","Bastante grandes","Peor","Igual","Igual",8,6,"Indiferente, no creyente","PP"
"Hombre",22,"100001-400000 habitantes","Menos de 1100€",3,"Ninguno","Trabaja","Diplomaturas oficiales","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",5,3,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",17,"100001-400000 habitantes","3901-5000€",0,"Ninguno","Estudiante","Educación secundaria","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",4,7,"Indiferente, no creyente","VOX"
"Hombre",24,"100001-400000 habitantes","1100-1800€",1,"Ninguno","Trabaja","Bachillerato","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,3,"Ateo/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
